# OUI vendor lookup table - generated by scripts/update_oui.ps1
# Source: https://www.wireshark.org/download/automated/data/manuf
# Format: <6-hex-lowercase-prefix><TAB><Vendor Name>
# 24-bit MA-L entries only.

000000	00:00:00
d85482	Oxit
d854a2	ExtremeNetwo
d854f2	HuaweiDevice
d85575	SamsungElect
d855a3	zte
d857ef	SamsungElect
d858c6	KatchAssetTr
d858d7	CZNICzspo
d85982	HuaweiTechno
d85a49	INGCHIPSTech
d85b22	HohunetTechn
d85b27	WNC
d85b2a	SamsungElect
d85c11	OptiviewUSA
d85d4c	TpLinkTechno
d85d84	CAxsoft
d85de2	HonHaiPrecis
d85def	BuschJaegerE
d85dfb	Private
d85ed3	GigaByteTech
d85f77	TelinkSemico
d860b0	bioMérieuxIt
d860b3	GlobalElectr
d860c5	OppoMobileTe
d86162	WNC
d86194	ObjetivosySe
d862ca	Cisco
d862db	Eno
d8630d	MotorolaMobi
d86375	XiaomiCommun
d8638c	DttekTechnol
d86595	ToysMyth
d866c6	DaystarTechn
d866ee	BoxinCommuni
d867d3	HuaweiDevice
d867d9	Cisco
d86852	HuaweiTechno
d868a0	SamsungElect
d868c3	SamsungElect
d86960	Steinsvik
d86b83	Nintendo
d86bf7	Nintendo
d86bfc	zte
d86c02	HuaqinTeleco
d86c5a	HUMAX
d86c63	Google
d86ce9	SagemcomBroa
d86d17	HuaweiTechno
d86dd0	InnoCareOpto
d8714d	TexasInstrum
d87154	SamsungElect
d87157	LenovoMobile
d87475	Apple
d87495	zte
d874df	HuaweiTechno
d874ef	GuangzhouShi
d87533	Nokia
d8760a	Escort
d876ae	HuaweiTechno
d87766	Nurivoice
d8778b	Intelbras
d8787f	UbeeInteract
d878c9	ServercomPri
d878e5	Kuhn
d878f0	SiliconLabor
d87988	HonHaiPrecis
d87a3b	SiliconLabor
d87cdd	Sanix
d87d45	NicentTechno
d87d7f	SagemcomBroa
d87e6f	Cascination
d87e76	ItelMobile
d87eb1	xoware
d88039	MicrochipTec
d8803c	AnhuiHuamiIn
d88083	CloudNetwork
d880dc	HuaweiDevice
d881ce	Ahn
d88332	TaiXinSemico
d88466	ExtremeNetwo
d8855e	zte
d885ac	Espressif
d887d5	LeadcoreTech
d88863	HuaweiTechno
d888ce	RFTechnology
d88a3b	UnitEm
d88adc	HuaweiDevice
d88b4c	KingTingTech
d88c73	zte
d88c79	Google
d88d5c	Elentec
d88dc8	AtilTechnolo
d88ed4	eero
d88f76	Apple
d890e8	SamsungElect
d8911d	JiangsuYuwel
d8912a	ZyxelCommuni
d89136	DoverFueling
d89341	GeneralElect
d893d4	XiaomiCommun
d89403	HewlettPacka
d89424	MellanoxTech
d8952f	TexasInstrum
d89563	TaiwanDigita
d89685	GoPro
d89695	Apple
d896e0	AlibabaCloud
d8973b	ArtesynEmbed
d89760	C2Developmen
d8977c	GreyInnovati
d89790	Commonwealth
d897ba	Pegatron
d89999	TecnoMobile
d89a0d	zte
d89a34	SHENQITechno
d89ac1	Nokia
d89b3b	HuaweiTechno
d89c67	HonHaiPrecis
d89c8e	ComcastCable
d89d67	HewlettPacka
d89db9	eMegatechInt
d89e3f	Apple
d89e61	HuaweiDevice
d89ed4	FiberhomeTel
d89ef3	Dell
d8a011	WiZ
d8a01d	Espressif
d8a0e6	ChongqingYip
d8a0e8	zte
d8a105	Syslane
d8a25e	Apple
d8a315	vivoMobileCo
d8a35c	SamsungElect
d8a469	Sonova
d8a491	HuaweiDevice
d8a534	Spectronix
d8a6f0	WuQiTechnolo
d8a6fd	GhostAutonom
d8a756	SagemcomBroa
d8a8c8	zte
d8a98b	TexasInstrum
d8aa59	TonlyTechnol
d8ad49	HonorDevice
d8addd	Sonavation
d8ae90	ItibiaTechno
d8aed0	EngineeringS
d8af3b	BigbrightInt
d8af81	Ao
d8aff1	PanasonicApp
d8b020	TaicangT&WEl
d8b02e	GuangzhouZon
d8b04c	JinanUSRIOTT
d8b053	XiaomiCommun
d8b061	WenxunTechno
d8b122	JuniperNetwo
d8b12a	PanasonicMob
d8b190	Cisco
d8b1de	HewlettPacka
d8b249	HuaweiDevice
d8b293	Topssd
d8b2aa	zte
d8b32f	CloudNetwork
d8b370	Ubiquiti
d8b377	HTC
d8b673	TexasInstrum
d8b6b7	Comtrend
d8b6c1	NetworkAccou
d8b6d6	BluTether
d8b8f6	Nantworks
d8b90e	TripleDomain
d8bb2c	Apple
d8bbc1	MicroStarINT
d8bc38	Espressif
d8bc59	DAPUMicroele
d8be1f	Apple
d8be65	AmazonTechno
d8bf42	Intel
d8bf4c	VictoryConce
d8bfc0	Espressif
d8c068	Netgenetech
d8c06a	HunantvcomIn
d8c0a6	AzureWaveTec
d8c3fb	Detracom
d8c46a	MurataManufa
d8c497	QuantaComput
d8c4e9	SamsungElect
d8c561	CommFrontCom
d8c678	MitraStarTec
d8c691	HichanTechno
d8c6f9	Tracklab
d8c771	HuaweiTechno
d8c7c8	HewlettPacka
d8c80c	TuyaSmart
d8c8e9	Phicomm
d8c99d	EaDisplay
d8ca06	TitanDataCen
d8cb8a	MicroStarINT
d8cc98	HuaweiDevice
d8cd2c	WuxiNeihuaNe
d8ce3a	XiaomiCommun
d8cf61	SagemcomBroa
d8cf89	DoSeeScience
d8cf9c	Apple
d8cfb1	BrightTechno
d8cfbf	MotorolaMobi
d8d090	Dell
d8d1cb	Apple
d8d261	GDMideaAirCo
d8d27c	JemaEnergy
d8d385	HewlettPacka
d8d43c	Sony
d8d45d	OrbicNorthAm
d8d4e6	HytecInter
d8d5b9	RainforestAu
d8d668	TuyaSmart
d8d67e	GskCncEquipm
d8d6f3	IntegratedDe
d8d723	IDS
d8d775	SagemcomBroa
d8d7f3	NewH3CTechno
d8d866	TozedTechnol
d8d8e5	VantivaConne
d8da52	Apator
d8daf1	HuaweiTechno
d8dc40	Apple
d8dce9	KunshanErlab
d8dd5f	BALMUDA
d8ddfd	TexasInstrum
d8de3a	Apple
d8dece	Isung
d8df0d	beroNet
d8df7a	QuestSoftwar
d8e004	VodiaNetwork
d8e016	ExtremeNetwo
d8e0b8	Bulat
d8e0e1	SamsungElect
d8e23f	QingdaoHaier
d8e2df	Microsoft
d8e35e	LGInnotek
d8e374	XiaomiCommun
d8e3ae	CirtecMedica
d8e56d	TCTmobile
d8e593	Apple
d8e72b	Netscout
d8e72f	ChipseaTechn
d8e743	Wush
d8e844	zte
d8e952	Keopsys
d8eb46	Google
d8eb97	TRENDnet
d8ec5e	BelkinIntern
d8ece5	ZyxelCommuni
d8ed1c	MagnaTechnol
d8ee42	SichuanTiany
d8ee78	MoogProtokra
d8ef42	HuaweiDevice
d8efcd	NokiaSolutio
d8f0f2	Zeebo
d8f12e	TPLink
d8f15b	Espressif
d8f1d8	OiElectric
d8f1f0	PepximIntern
d8f2ca	Intel
d8f3bc	LiteonTechno
d8f3db	PostCH
d8f507	FiberhomeTel
d8f710	LibreWireles
d8f760	EMMicroelect
d8f883	Intel
d8f8af	Daontec
d8fb11	Axacore
d8fb5e	AskeyCompute
d8fb68	CloudCorner
d8fbd6	AmazonTechno
d8fc38	GiantecSemic
d8fc92	TuyaSmart
d8fc93	Intel
d8fe8f	IDFone
d8fee3	DLinkInterna
d8ffc3	3SNICinforma
da0d38	FarpointeDat
da19b3	LGUplus
da1c21	Sesam
da1e56	OSNexus
da28ec	HGGenuine
da2bdd	AT&T
da4162	Xperi
da7d2e	DeltaCompute
da9d49	Calix
daa119	Google
dac451	Takaratomy
dac87d	SEDevelopmen
dae6d7	NVMExpress
daff6b	TeamPrecisio
dc0077	TpLinkTechno
dc00b0	FreeboxSas
dc0265	MeditechKft
dc028e	zte
dc0398	LGInnotek
dc045a	NanjingQinhe
dc052f	NationalProd
dc0539	Cisco
dc0575	SiemensEnerg
dc05ed	Nabtesco
dc0675	Espressif
dc0682	AccessiaTech
dc07c1	QiYangTechno
dc07f8	HikvisionDig
dc080f	Apple
dc0856	AlcatelLucen
dc08da	AskeyCompute
dc0914	TalkAPhone
dc094c	HuaweiTechno
dc0b09	Cisco
dc0b1a	ADBBroadband
dc0b34	LGElectronic
dc0c2d	WeifangGoert
dc0c5c	Apple
dc0d30	FeasycomTech
dc0e96	PaloAltoNetw
dc0ea1	CompalInform
dc1057	Apple
dc121d	HuaweiTechno
dc152d	ChinaMobileG
dc155c	AnntecTechno
dc15c8	AVMAudiovisu
dc15db	GeRuiliIntel
dc16a2	MedtronicDia
dc16b2	HuaweiTechno
dc175a	HitachiHighT
dc1792	CaptivateNet
dc1a01	EcolivTechno
dc1ac5	vivoMobileCo
dc1b48	TexasInstrum
dc1ba1	Intel
dc1d9f	UBtech
dc1dd4	MicrostepMIS
dc1ea3	Accensus
dc1ed5	Espressif
dc2008	ASDElectroni
dc2148	Intel
dc215c	Intel
dc21b9	Sentec
dc21e2	HuaweiTechno
dc226f	NanoICTechno
dc233b	ExtremeNetwo
dc2727	HuaweiDevice
dc2834	HAKKO
dc2919	AltoBeamTech
dc293a	NuoshiTechno
dc2a14	LongjingTech
dc2aa1	MedHab
dc2b2a	Apple
dc2b61	Apple
dc2b66	InfoBLOCK
dc2bca	Zera
dc2c26	ItonTechnolo
dc2c6e	Routerboardc
dc2d04	vivoMobileCo
dc2d3c	HuaweiDevice
dc2dcb	UnisHengYueT
dc2dde	Illucere
dc2e6a	HCT
dc2e97	QuectelWirel
dc2f03	StepforwardG
dc2ffa	GELighting
dc309c	Heyrex
dc3130	3onedataTech
dc31d1	vivoMobileCo
dc3262	NanjingQinhe
dc330d	QingDaoHaier
dc330e	QingdaoHaier
dc333d	HuaweiDevice
dc3350	TechSAT
dc35f1	PositivoTecn
dc360c	HitronTechno
dc3642	zte
dc3714	Apple
dc3752	Ge
dc3757	IntegratedDe
dc37d2	HunanHKTElec
dc38e1	JuniperNetwo
dc396f	AVMAudiovisu
dc3979	Cisco
dc3a5e	Roku
dc3c2e	Manufacturin
dc3c84	TicomGeomati
dc3cf6	AtomicRules
dc3e51	SolbergAnder
dc3ef8	Nokia
dc415f	Apple
dc41a9	Intel
dc41e5	ZhixinDataSe
dc42c8	HuaweiDevice
dc446d	AllwinnerTec
dc44b1	Hilti
dc44b6	SamsungElect
dc4517	Commscope
dc4546	Intel
dc45b8	Apple
dc4628	Intel
dc48b2	Baraja
dc4965	DASANNewtork
dc49c9	CascoSignal
dc4a3e	HewlettPacka
dc4ba1	WNC
dc4bdd	SuperElectro
dc4bfe	BelonTechnol
dc4d23	MRVComunicat
dc4ede	ShinyeiTechn
dc4ef4	MTNElectroni
dc4f22	Espressif
dc503a	NanjingTicom
dc5193	zte
dc5285	Apple
dc5360	Intel
dc537c	CompalBroadb
dc5392	Apple
dc543d	ItelMobile
dc5475	Espressif
dc54ad	RunZhouFiber
dc54d7	AmazonTechno
dc5583	OppoMobileTe
dc567b	CloudNetwork
dc56e6	BococomTechn
dc56e7	Apple
dc5726	PowerOne
dc575c	PRElectronic
dc58bc	ThomasKrenn
dc5d31	ItelMobile
dc5e36	PatersonTech
dc60a1	TeledyneDALS
dc6180	HuaweiTechno
dc621f	HuaweiTechno
dc6279	TPLink
dc6294	GuangzhouLan
dc6373	ObaraKorea
dc647c	CRSiiMotion
dc64b8	JingHanDaEle
dc6555	NewH3CIntell
dc663a	ApacerTechno
dc6672	SamsungElect
dc6723	baroxKommuni
dc680c	HewlettPacka
dc6880	zte
dc68eb	Nintendo
dc69b5	eero
dc69cc	LGInnotek
dc69e2	SamsungElect
dc6ae7	XiaomiCommun
dc6aea	Infinixmobil
dc6b12	worldcns
dc6b1b	HuaweiDevice
dc6dbc	Apple
dc6dcd	OppoMobileTe
dc6f00	Livescribe
dc6f08	BayStorageTe
dc7014	Private
dc7035	ShengzhenGon
dc7137	zte
dc7144	SamsungElect
dc7196	Intel
dc71d0	Apple
dc71dd	AXTechnologi
dc7223	HuiZhouGaosh
dc729b	HuaweiTechno
dc7306	VantivaConne
dc7385	HuaweiDevice
dc73fc	MellanoxTech
dc74a8	SamsungElect
dc74ce	ITOCHUTechno
dc774c	Cisco
dc7794	HuaweiDevice
dc7834	Logicom
dc7b94	Cisco
dc7cf7	ChinaMobileG
dc7e1d	HuaweiTechno
dc7ef5	HuaweiTechno
dc7fa4	2Wire
dc8084	Apple
dc813d	XiangchengCo
dc825b	JANUSspolsro
dc82f6	iPort
dc83bf	SeikoEpson
dc8403	trolinkTechn
dc84e9	QihooIntelli
dc85de	AzureWaveTec
dc868d	HuaweiTechno
dc86d8	Apple
dc87cb	PerfectekTec
dc87f8	SamsungElect
dc88a1	ItelMobile
dc8983	SamsungElect
dc8b28	Intel
dc8c1b	vivoMobileCo
dc8c37	Cisco
dc8d8a	NokiaSolutio
dc8d91	Infinixmobil
dc8db7	AtwTechnolog
dc8e6d	HuaweiDevice
dc8e8d	NetisTechnol
dc8e95	SiliconLabor
dc9009	Intel
dc9020	RuruTekPriva
dc9088	HuaweiTechno
dc9166	HuaweiDevice
dc91bf	AmazonTechno
dc9272	SagemcomBroa
dc9396	Apple
dc9566	Apple
dc962c	NSTAudio
dc973a	VeranaNetwor
dc9758	SichuanAILin
dc97ba	Intel
dc97e6	SagemcomBroa
dc9840	Microsoft
dc9914	HuaweiTechno
dc99fe	Armatura
dc9a7d	HisenseVisua
dc9a8e	NanjingCocom
dc9b1e	Intercom
dc9b95	PhyplusTechn
dc9b9c	Apple
dc9bd6	TCTmobile
dc9c52	SapphireTech
dc9c99	HuaweiTechno
dc9c9f	YOUHUATechno
dc9ded	SamsungElect
dc9e8f	Apple
dc9eab	ChongqingYip
dc9fa4	Nokia
dc9fdb	Ubiquiti
dca0d0	AmazonTechno
dca120	Nokia
dca266	HonHaiPrecis
dca281	HonorDevice
dca313	ChangjinComm
dca333	YOUHUATechno
dca3a2	Fengmitechno
dca3ac	RBcloudtech
dca4ca	Apple
dca5f4	Cisco
dca632	RaspberryPiT
dca633	Commscope
dca6bd	LanboTechnol
dca706	KtElectronic
dca782	HuaweiTechno
dca7d9	CompressorCo
dca8cf	NewSpinGolf
dca904	Apple
dca956	OppoMobileTe
dca971	Intel
dca989	Macandc
dcaa43	TercaInforma
dcac6f	Everytale
dcad9e	GreenPriz
dcae04	CELOXICA
dcaeeb	RuckusWirele
dcaf68	WeifangGoert
dcb058	BürkertWerke
dcb082	Nokia
dcb131	HuaruianTech
dcb347	FastTechnolo
dcb3b4	HoneywellEnv
dcb43f	eero
dcb4ac	FlextronicsM
dcb4c4	MicrosoftXCG
dcb4ca	OppoMobileTe
dcb4d9	Espressif
dcb4e8	Byos
dcb54f	Apple
dcb72e	XiaomiCommun
dcb7ac	HewlettPacka
dcb7fc	AlpsElectric
dcb808	ExtremeNetwo
dcb87d	HewlettPacka
dcbb3d	ExtremeNetwo
dcbb96	FullSolution
dcbd7a	GuangzhouShi
dcbdcc	QuectelWirel
dcbe04	TexasInstrum
dcbe49	ItelMobile
dcbe7a	ZhejiangNuro
dcbf90	HuizhouQiaox
dcbfe9	MotorolaMobi
dcc0db	KaiboerTechn
dcc0eb	AssaAbloyCôt
dcc101	SOLiDTechnol
dcc2c9	Canon
dcc422	Systembase
dcc49c	SamsungElect
dcc622	BuheungSyste
dcc64b	HuaweiTechno
dcc793	Nokia
dcc8f5	UMEinfo
dccb35	EMMicroelect
dccba8	ExploraTechn
dccc8d	IntegratedDe
dccce6	SamsungElect
dccd18	Nintendo
dccd2f	SeikoEpson
dccd66	NXPSemicondu
dccd74	JapanEMSolut
dcce41	FeGlobalHong
dccebc	JSRTechnolog
dccec1	Cisco
dccf94	RongchengHut
dccf96	SamsungElect
dcd0f7	Bentek
dcd160	TianjinChang
dcd255	KinpoElectro
dcd26a	HikvisionDig
dcd2fc	HuaweiTechno
dcd2fd	HuaweiTechno
dcd321	HUMAX
dcd3a2	Apple
dcd444	HuaweiDevice
dcd52a	SunnyHeart
dcd7a0	HuaweiDevice
dcd83b	Cisco
dcd87c	JingdongCent
dcd87f	JoinCyberTel
dcd916	HuaweiTechno
dcd9ae	NokiaShangha
dcda0c	Espressif
dcda4d	Celestica
dcda4f	GetckTechnol
dcda80	NewH3CTechno
dcdb27	HuaweiDevice
dcdb70	TonfunkSyste
dcdc07	TRP
dcdcc3	ExtremeNetwo
dcdce2	SamsungElect
dcdd24	EnergicaMoto
dcde4b	TranschanTec
dcde4f	GioneeCommun
dcdeca	Akyllor
dcdee3	TexasInstrum
dcdfd6	zte
dce026	PatrolTag
dce0eb	NanjingAozhe
dce1ad	WintopPhotoe
dce2ac	LumensDigita
dce305	Ao
dce55b	Google
dce578	Experimental
dce5d8	zte
dce650	ExtremeNetwo
dce71c	AUGElektroni
dce838	CKTelecom
dce994	CloudNetwork
dceae7	DLink
dceb4d	MotorolaMobi
dceb53	QianXiaoElec
dceb69	VantivaUSA
dceb94	Cisco
dcec06	HeimiNetwork
dcec4f	GuangzhouShi
dcece3	HorysTechnol
dced83	XiaomiMobile
dced84	Haverford
dcee06	HuaweiTechno
dcee14	ADTTechnolog
dcef09	Netgear
dcef80	HuaweiTechno
dcefca	MurataManufa
dcf05d	LettaTeknolo
dcf090	NubiaTechnol
dcf110	Nokia
dcf144	OceanSolutio
dcf31c	TexasInstrum
dcf34c	PtHanSungEle
dcf401	Dell
dcf4ca	Apple
dcf505	AzureWaveTec
dcf51b	Arcadyan
dcf56e	Wellysis
dcf719	Cisco
dcf755	Sitronik
dcf756	SamsungElect
dcf858	LorentNetwor
dcf8b9	zte
dcfad5	STRONGGesmbH
dcfb02	Buffalo
dcfb48	Intel
dcfbb8	MeizhouGuoWe
dcfe07	Pegatron
dcfe18	TpLinkTechno
dcfe23	MurataManufa
e00084	HuaweiTechno
e001a6	EdgecoreNetw
e001c7	HuiZhouGaosh
e002a5	ABBRobotics
e0036b	SamsungElect
e00370	ContinentalW
e0051c	GigaDeviceSe
e005c5	TpLinkTechno
e00630	HuaweiTechno
e006e6	HonHaiPrecis
e0071b	HewlettPacka
e007c2	FujianStarNe
e00855	AVMAudiovisu
e00871	DongguanLies
e009bf	TONGBOWEITEC
e00af6	LiteonTechno
e00b28	Inovonics
e00c7f	Nintendo
e00ce5	HuaweiTechno
e00db9	Cree
e00dee	HuaweiDevice
e00ece	FiberhomeTel
e00eda	Cisco
e00ee1	We
e00ee4	DWnetTechnol
e0107f	RuckusWirele
e01283	FanzhuoCommu
e01333	GeneralMotor
e013b5	vivoMobileCo
e0143e	Modoosis
e016b1	AdvancedDesi
e01877	Fujitsu
e0189f	EMMicroelect
e0191d	HuaweiTechno
e01954	zte
e01995	Nutanix
e019d8	BhTechnologi
e01adf	Google
e01aea	AlliedTelesi
e01c41	ExtremeNetwo
e01ca7	AristaNetwor
e01cee	BravoTech
e01cfc	DLinkInterna
e01d38	HuaqinWorldT
e01d3b	CambridgeInd
e01e07	AniteTelecom
e01f0a	XslentEnergy
e01f2b	NokiaSolutio
e01f34	HMDGlobal
e01f6a	HuaweiDevice
e01f88	XiaomiCommun
e01fed	NokiaShangha
e01ffc	MotorolaMobi
e021fe	RicherLinkTe
e02202	Commscope
e022a1	AltoBeam
e023d7	SleepNumber
e023ff	Fortinet
e0247f	HuaweiTechno
e02481	HuaweiTechno
e02538	TitanPetProd
e02611	Apple
e02630	IntrigueTech
e02636	NortelNetwor
e0271a	TTCNextgener
e0276c	GuangzhouShi
e0280a	TPLink
e02861	HuaweiTechno
e0286d	AVMAudiovisu
e028b1	SkyworthDigi
e02967	HMDGlobal
e02a66	Cisco
e02a82	UniversalGlo
e02ae6	FiberhomeTel
e02b96	Apple
e02be9	Intel
e02cb2	LenovoMobile
e02cf3	MRSElectroni
e02df0	Alpsalpine
e02e0b	Intel
e02e3f	HuaweiDevice
e02efe	ZhejiangDahu
e02f6d	Cisco
e03005	AlcatelLucen
e030f9	JuniperNetwo
e0315d	EMMicroelect
e0319e	Valve
e031d0	SZTelstar
e0338e	Apple
e034e4	FeitElectric
e03560	ChallengerSu
e03676	HuaweiTechno
e036e3	StageOneInte
e03717	VantivaUSA
e037bf	WNC
e0383f	zte
e039d7	Plexxi
e03aaa	Intel
e03c5b	JiaxinjieEle
e03da6	TaicangT&WEl
e03e44	Broadcom
e03e4a	CavanaghGrou
e03e7d	datacomplex
e03ecb	QingdaoIntel
e03f49	ASUSTekCOMPU
e04007	HuaweiDevice
e04027	HuaweiDevice
e04102	zte
e04136	MitraStarTec
e0426d	OppoMobileTe
e043db	ViewAtTechno
e0456d	ChinaMobileG
e0469a	Netgear
e046e5	GosuncnTechn
e046ee	Netgear
e04735	Ericsson
e04824	GarminIntern
e048af	Premietech
e048d3	MobiwireMobi
e048d8	GuangzhiWuli
e04934	Calix
e049ed	Audeze
e04b41	BeilianLowCa
e04b45	HiPElectroni
e04ba6	HuaweiTechno
e04c05	EverCharge
e04c12	RealmeChongq
e04e5d	HuaweiTechno
e04e7a	NanjingQinhe
e04f43	UniversalGlo
e04f95	SagemcomBroa
e04fbd	SichuanTiany
e0508b	ZhejiangDahu
e05124	NXPSemicondu
e05163	Arcadyan
e051d8	ChinaDragonT
e0553d	CiscoMeraki
e05597	EmergentVisi
e05689	LootomTelcov
e05694	YunhightMicr
e056f4	AxesNetworkS
e0589e	LaerdalMedic
e05a1b	Espressif
e05b70	Innovid
e05d54	RuijieNetwor
e05d5c	OyEveron
e05da6	DetlefFinkEl
e05f45	Apple
e05fb9	Cisco
e0604a	FiberhomeTel
e06066	Sercomm
e06089	Cloudleaf
e061b2	ZenointelTec
e06234	TexasInstrum
e06267	XiaomiCommun
e06290	JinanJovisio
e063da	Ubiquiti
e063e5	Sony
e064bb	DigiView
e06678	Apple
e06781	DongguanLies
e067b3	CDataTechnol
e0686d	Raybased
e068ee	PhyplusMicro
e0693a	Innophase
e06995	Pegatron
e069ba	Cisco
e06a05	YOUHUATechno
e06c4e	TINNOMobileT
e06ca6	CreotechQuan
e06cc5	HuaweiDevice
e06cf6	ESSENCORE
e06d17	Apple
e06d18	Pioneercorpo
e070ea	HP
e0720a	SuperElectro
e07256	Intel
e07291	SiliconLabor
e072a1	Espressif
e0735f	Nucom
e073e7	HP
e0750a	Alpsalpine
e07526	ChinaDragonT
e0757d	MotorolaMobi
e075aa	JinglingInfo
e076d0	AMPAKTechnol
e07726	HuaweiDevice
e078a3	WinnerInform
e0795e	WuxiXiaohuTe
e0798d	SiliconLabor
e079c4	iRayTechnolo
e07c13	zte
e07c62	WhistleLabs
e07dea	TexasInstrum
e07e5f	RenesasElect
e07f53	Techboard
e07f88	EVIDENCENetw
e0806b	XiaomiCommun
e08177	GreenBytes
e0830d	NottaPte
e084f3	HighGradeCon
e0854d	LGInnotek
e0859a	RfLinkTechno
e08614	InseegoWirel
e087b1	NataInfo
e0885d	VantivaUSA
e0897e	Apple
e0899d	Cisco
e08a7e	Exponent
e08c3c	Cisco
e08cfe	Espressif
e08e3c	AztechElectr
e08f4c	Intel
e08fec	Repotec
e0913c	KyeunginCNS
e09153	XAViTechnolo
e091f5	Netgear
e0925c	Apple
e0928f	TexasInstrum
e092a7	FeitianTechn
e09467	Intel
e09559	Arcadyan
e09579	ORTHOsoftdba
e095ff	Infinixmobil
e096e8	FiberhomeTel
e09796	HuaweiTechno
e097f2	Atomax
e09806	Espressif
e09861	MotorolaMobi
e09971	SamsungElect
e09b27	Ciena
e09c8d	Seakeeper
e09ce5	TricheerTech
e09d13	SamsungElect
e09d1e	zte
e09d31	Intel
e09d73	MellanoxTech
e09db8	PlanexCommun
e09dfa	WananHongshe
e09f2a	ItonTechnolo
e0a129	ExtremeNetwo
e0a198	NOJAPowerSwi
e0a1ce	zte
e0a1d7	Sfr
e0a258	WanbangDigit
e0a25a	MoxiangNetwo
e0a30f	Pevco
e0a366	MotorolaMobi
e0a3ac	HuaweiTechno
e0a447	zte
e0a498	OrfaTech
e0a509	BitmainTechn
e0a670	Nokia
e0a700	Verkada
e0a8b8	LeShiZhiXinE
e0aa96	SamsungElect
e0aab0	SuntailiEnte
e0aadb	NanjingPANEN
e0abfe	OrbNetworks
e0accb	Apple
e0acf1	Cisco
e0ad9b	HuaweiTechno
e0ae5e	Alpsalpine
e0aea2	HuaweiTechno
e0aeb2	Bender
e0aeed	Loenk
e0af4b	PluribusNetw
e0af4f	DeutscheTele
e0b260	TenoNetworkT
e0b2f1	FnLinkTechno
e0b52d	Apple
e0b55f	Apple
e0b655	XiaomiElectr
e0b668	zte
e0b70a	Commscope
e0b72e	QualmeshTech
e0b763	BoschAutomot
e0b7b1	Commscope
e0b94d	BilianElectr
e0b98a	Taikeindustr
e0b9a5	AzureWaveTec
e0b9ba	Apple
e0b9e5	VantivaTechn
e0ba78	Apple
e0baad	HikvisionDig
e0bab4	Arrcus
e0bb0c	Synertau
e0bb9e	SeikoEpson
e0bc43	C2Microsyste
e0bda0	Apple
e0be03	LiteOnNetwor
e0bfb2	Apple
e0c0d1	CKTelecom
e0c250	Netgear
e0c264	Intel
e0c286	AisaiCommuni
e0c29e	zte
e0c2b7	Masimo
e0c377	SamsungElect
e0c3ea	Apple
e0c3f3	zte
e0c58f	ChinaMobileI
e0c63c	SichuanTiany
e0c6b3	MilDef
e0c767	Apple
e0c79d	TexasInstrum
e0c86a	TWSCIE
e0c922	JirehEnergyT
e0c932	Intel
e0c97a	Apple
e0ca3c	HikvisionDig
e0ca4d	UnistarCommu
e0ca94	AskeyCompute
e0cb19	Nokia
e0cb1d	AmazonTechno
e0cb4e	ASUSTekCOMPU
e0cb56	iCommSemicon
e0cbbc	CiscoMeraki
e0cbee	SamsungElect
e0cc7a	HuaweiTechno
e0ccf8	XiaomiCommun
e0cdb8	HuaweiDevice
e0cdfd	E3ControlTec
e0cec3	AskeyCompute
e0cf2d	Gemintek
e0d045	Intel
e0d083	SamsungElect
e0d10a	Katoudenkiko
e0d173	Cisco
e0d1e6	AliphdbaJawb
e0d239	Technolid
e0d31a	EQUESTechnol
e0d362	TPLink
e0d38e	ChipseaTechn
e0d3b4	CiscoMeraki
e0d3f0	AltoBeam
e0d462	HuaweiDevice
e0d464	Intel
e0d491	Cisco
e0d4e8	Intel
e0d55d	Intel
e0d55e	GigaByteTech
e0d738	WireStarNetw
e0d7ba	TexasInstrum
e0d848	Dell
e0d8c4	QingdaoIntel
e0d9a2	Hippihaps
e0d9e3	EltexEnterpr
e0da90	HuaweiTechno
e0dad7	zte
e0dadc	JVCKENWOOD
e0db10	SamsungElect
e0db55	Dell
e0db88	OpenStandard
e0dbd1	VantivaUSA
e0dca0	SiemensIndus
e0dcff	XiaomiCommun
e0ddc0	vivoMobileCo
e0def2	TexasInstrum
e0df13	HikvisionDig
e0e0c2	ChinaMobileG
e0e0fc	HuaweiDevice
e0e1a9	FourSeasGlob
e0e258	Intel
e0e2d1	NetswiftTech
e0e2e6	Espressif
e0e37c	HuaweiDevice
e0e5cf	TexasInstrum
e0e62e	TCTmobile
e0e631	SnbTechnolog
e0e656	Nethesis
e0e6e3	TeamF1Networ
e0e751	Nintendo
e0e7bb	Nureva
e0e805	SernetTechno
e0e8bb	UnicomVsensT
e0e8e6	CDataTechnol
e0e8e8	OliveTelecom
e0eb40	Apple
e0eb62	HuluDevices
e0ed1a	vastriverTec
e0edc7	FriendcomTec
e0ee1b	PanasonicAut
e0ef02	QuanjingInte
e0ef25	LintesTechno
e0efbf	Nintendo
e0f211	Digitalwatt
e0f318	SichuanTiany
e0f325	ElkorTechnol
e0f330	HuaweiTechno
e0f379	Vaddio
e0f442	HuaweiDevice
e0f5c6	Apple
e0f5ca	ChengUeiPrec
e0f62d	JuniperNetwo
e0f678	FiberhomeTel
e0f6b5	Nintendo
e0f728	AmazonTechno
e0f847	Apple
e0f9be	Cloudena
e0fa5b	AristaNetwor
e0faec	Platanspspk
e0fff1	TexasInstrum
e0fff7	Softiron
e40177	SafeOwl
e40274	FWMurphyProd
